s,Zeta Real,Zeta Imag
0.5+1025j,-1.2768187760600003,-0.7166495949978197
0.5+1025.1j,-0.7679188192901701,-0.1992813445549118
0.5+1025.2j,-0.2649288191762901,0.003638569363958466
0.5+1025.3j,0.10345009236740559,-0.021603199106179853
0.5+1025.4j,0.2746768934571776,-0.1478459557423105
0.5+1025.5j,0.26027899316438463,-0.24518043023511268
0.5+1025.6j,0.13431279933065154,-0.21717375430560168
0.5+1025.7j,0.005931774643269532,-0.025911475864466675
0.5+1025.8j,-0.016113511588492196,0.30045135141974016
0.5+1025.9j,0.1429331406227767,0.6790517503454634
0.5+1026j,0.5013590020717105,0.998672884436681
0.5+1026.1j,1.0153461906920598,1.153084367651338
0.5+1026.2j,1.5908632452329508,1.0718143144943626
0.5+1026.3j,2.1088699855163413,0.7401336044763084
0.5+1026.4j,2.456338492743958,0.20358370061257502
0.5+1026.5j,2.554704447578103,-0.443168134167472
0.5+1026.6j,2.378760708524009,-1.079384453672238
0.5+1026.7j,1.9619356027398587,-1.5869061858857698
0.5+1026.8j,1.387394863845803,-1.8772762763941744
0.5+1026.9j,0.7676502368800746,-1.9110239804448341
0.5+1027j,0.21781206784619014,-1.7048219825271231
0.5+1027.1j,-0.17104040998910905,-1.3250541294410934
0.5+1027.2j,-0.3519090917193135,-0.8694995296773155
0.5+1027.3j,-0.3303705391898116,-0.441772937669147
0.5+1027.4j,-0.15936513445773903,-0.12514735317474862
0.5+1027.5j,0.07824390587579627,0.03726226703223116
0.5+1027.6j,0.29441822530219297,0.05059460457767275
0.5+1027.7j,0.4209126994397245,-0.03743794172996038
0.5+1027.8j,0.42731615880907886,-0.15401704524586282
0.5+1027.9j,0.3271710990012996,-0.2250184095520575
0.5+1028j,0.17085854586345542,-0.19795598758103536
0.5+1028.1j,0.02789407941935199,-0.057418308357085106
0.5+1028.2j,-0.03576679664114755,0.17114436965611524
0.5+1028.3j,0.021295899233065182,0.4298786214086646
0.5+1028.4j,0.20256232639280475,0.6464073628144656
0.5+1028.5j,0.47125414996423975,0.7559344917325899
0.5+1028.6j,0.7595960007518513,0.7215080458036308
0.5+1028.7j,0.987224463681231,0.546994938718963
0.5+1028.8j,1.0840535241260418,0.27914017103338556
0.5+1028.9j,1.0116910548488587,-0.0022981011530781655
0.5+1029j,0.7775749146001318,-0.20439167359420926
0.5+1029.1j,0.4374740791078131,-0.24619335772191617
0.5+1029.2j,0.08475130325752972,-0.08271070140395842
0.5+1029.3j,-0.17170399078703028,0.2790366723734751
0.5+1029.4j,-0.23559849780262204,0.7769609801987566
0.5+1029.5j,-0.04999904302650413,1.3056050592798056
0.5+1029.6j,0.38475336291715695,1.7402181158361907
0.5+1029.7j,1.00728501750835,1.9671804835625557
0.5+1029.8j,1.7070457168208681,1.9127889631959276
0.5+1029.9j,2.348938156955709,1.5627882640169914
0.5+1030j,2.804465007446277,0.9675727906869221
0.5+1030.1j,2.9815730203214543,0.23181261230760022
0.5+1030.2j,2.8459371862099103,-0.5088052224375365
0.5+1030.3j,2.4287398906074644,-1.1180193461658283
0.5+1030.4j,1.8192959269899736,-1.4894346481102174
0.5+1030.5j,1.1443378075742263,-1.5699393306168206
0.5+1030.6j,0.5387422540825361,-1.3706998500424135
0.5+1030.7j,0.11445748801910847,-0.9630729312879055
0.5+1030.8j,-0.06499702680512566,-0.4601827990802253
0.5+1030.9j,0.001891730974195574,0.011609009020348159
0.5+1031j,0.25665085939259286,0.34435633655214637
0.5+1031.1j,0.5982105617000042,0.4751368326908952
0.5+1031.2j,0.9112342261121777,0.40044484847826045
0.5+1031.3j,1.0977352181816733,0.17436195612920122
0.5+1031.4j,1.1032118559047905,-0.10895847311676703
0.5+1031.5j,0.9300440724303363,-0.343425438389896
0.5+1031.6j,0.6346273788595883,-0.4416659043606187
0.5+1031.7j,0.3094562747372381,-0.35955829983613924
0.5+1031.8j,0.055567948295603374,-0.10802284789508478
0.5+1031.9j,-0.04683424260629777,0.25076065962668215
0.5+1032j,0.038338490551184816,0.6212622913729569
0.5+1032.1j,0.2918494180021979,0.9016604891370548
0.5+1032.2j,0.6427754478038101,1.0130384453608348
0.5+1032.3j,0.986217559329986,0.9233722322551642
0.5+1032.4j,1.2110751784493405,0.6601485349603752
0.5+1032.5j,1.231444410558281,0.3078460563966758
0.5+1032.6j,1.0139297085875965,-0.010199551645984023
0.5+1032.7j,0.5934224000228031,-0.16227946914246189
0.5+1032.8j,0.07198444319621015,-0.044358371103618906
0.5+1032.9j,-0.4006899738299354,0.3874204201339885
0.5+1033j,-0.6618726529335415,1.0970141104233961
0.5+1033.1j,-0.5774709460410494,1.9682266089277312
0.5+1033.2j,-0.07998480497907426,2.825708127404514
0.5+1033.3j,0.8078189792722296,3.4730786197013206
0.5+1033.4j,1.9706552377025144,3.738981110646182
0.5+1033.5j,3.221343419009549,3.5193582261745924
0.5+1033.6j,4.339608999478305,2.805114368838099
0.5+1033.7j,5.119673791608632,1.6882202324017672
0.5+1033.8j,5.4152916059708724,0.34488879134531614
0.5+1033.9j,5.171939536258394,-1.0000278135797505
0.5+1034j,4.439271627661795,-2.119220789356768
0.5+1034.1j,3.3615171354353937,-2.829612606588619
0.5+1034.2j,2.148124486589574,-3.02978596926529
0.5+1034.3j,1.030817576493257,-2.72048006581196
0.5+1034.4j,0.2158778157435979,-2.0038519783889006
0.5+1034.5j,-0.1584230118511082,-1.0613807377526765
0.5+1034.6j,-0.050025922864843184,-0.114733011071298
0.5+1034.7j,0.4795885271002316,0.6221618913403276
0.5+1034.8j,1.2809974882772661,0.9891523156245083
0.5+1034.9j,2.1520102406405917,0.9133284279964723
0.5+1035j,2.8841337413411003,0.4219919667502407
0.5+1035.1j,3.309077529318197,-0.3677280467366582
0.5+1035.2j,3.3340962381257726,-1.2794994753002138
0.5+1035.3j,2.9581096727630802,-2.120442282164251
0.5+1035.4j,2.265792507886148,-2.724923881417287
0.5+1035.5j,1.4025267423812007,-2.989016051631084
0.5+1035.6j,0.5375774504196817,-2.8882650065399758
0.5+1035.7j,-0.17500784348850598,-2.476092764175776
0.5+1035.8j,-0.6286878066427898,-1.8649083060084324
0.5+1035.9j,-0.78325600156799,-1.1956906059584087
0.5+1036j,-0.6671360478705681,-0.6037918918198416
0.5+1036.1j,-0.3638884362625945,-0.18889606718495286
0.5+1036.2j,0.012958789533691829,0.004336568408930922
0.5+1036.3j,0.3502446638459968,-0.00894227087186764
0.5+1036.4j,0.5631507460454814,-0.1639778494643958
0.5+1036.5j,0.6139659050369263,-0.36842448554062196
0.5+1036.6j,0.5171786397078926,-0.5299921864982184
0.5+1036.7j,0.3301073407521265,-0.5821038590103291
0.5+1036.8j,0.1322934021199031,-0.5005838119117937
0.5+1036.9j,2.1012192268613223e-05,-0.3071047519397161
0.5+1037j,-0.016456813433939274,-0.059114396424049136
0.5+1037.1j,0.09346366293632946,0.17004272573312693
0.5+1037.2j,0.2996631547914183,0.31440587771560535
0.5+1037.3j,0.5422563814128146,0.33510579635853416
0.5+1037.4j,0.7506303956172687,0.23107825357254763
0.5+1037.5j,0.864650193396943,0.03833718679279413
0.5+1037.6j,0.8520042624735462,-0.1813008712073461
0.5+1037.7j,0.7171512954977458,-0.3584146829365423
0.5+1037.8j,0.4997905985230864,-0.43592567751224226
0.5+1037.9j,0.2635145306869122,-0.38542478837316235
0.5+1038j,0.07773760910495835,-0.21553458669743022
0.5+1038.1j,-0.0022925326022113575,0.03004919860221032
0.5+1038.2j,0.04805075355080796,0.2845896222552784
0.5+1038.3j,0.21464233971219995,0.4774361511255475
0.5+1038.4j,0.4475654679733536,0.5550725863359699
0.5+1038.5j,0.6748889505836031,0.49796759145411856
0.5+1038.6j,0.8237044868434807,0.3279325279327775
0.5+1038.7j,0.8423963860137179,0.10326575560910556
0.5+1038.8j,0.7173978471084326,-0.09738623196229675
0.5+1038.9j,0.4791181412797202,-0.19796460308024877
0.5+1039j,0.19491920482324243,-0.14801386309312875
0.5+1039.1j,-0.04907393527907898,0.06106651487590892
0.5+1039.2j,-0.17222493603145242,0.3913909651275893
0.5+1039.3j,-0.12288750478403765,0.7670574447313375
0.5+1039.4j,0.1053598491129835,1.093547735432448
0.5+1039.5j,0.4692375506246763,1.2830098410602744
0.5+1039.6j,0.8844961710809622,1.278913261373074
0.5+1039.7j,1.2460492447072413,1.0736959337638095
0.5+1039.8j,1.4549058356358116,0.7145661899060417
0.5+1039.9j,1.445450165177281,0.29524686654845156
0.5+1040j,1.2060739487981742,-0.06527544165640202
0.5+1040.1j,0.7871990483378853,-0.25256919258028665
0.5+1040.2j,0.2933857015387534,-0.18802077488842994
0.5+1040.3j,-0.13985431940729987,0.14676035237486593
0.5+1040.4j,-0.3796143981273943,0.699694957758939
0.5+1040.5j,-0.33117698448187555,1.3561757751110473
0.5+1040.6j,0.03401167901634735,1.964395462387608
0.5+1040.7j,0.6661168488280576,2.3722595566660574
0.5+1040.8j,1.444567678866644,2.4665267630496506
0.5+1040.9j,2.204365170337462,2.203895513357301
0.5+1041j,2.774797006035465,1.6257550883008047
0.5+1041.1j,3.021089570258312,0.8525452422045173
0.5+1041.2j,2.8788947979625656,0.058777863591887684
0.5+1041.3j,2.3733740927492417,-0.5656552909525053
0.5+1041.4j,1.6182557555349786,-0.8592505773602055
0.5+1041.5j,0.7946195925916164,-0.7280626766415844
0.5+1041.6j,0.11342760007417577,-0.1714943571807415
0.5+1041.7j,-0.23067643756663947,0.7115402938707651
0.5+1041.8j,-0.10454804155770972,1.738498988245977
0.5+1041.9j,0.5295066697184364,2.6789247433975576
0.5+1042j,1.5995052978021183,3.3030883417082864
0.5+1042.1j,2.9338353302147366,3.433010959578414
0.5+1042.2j,4.294523475991669,2.983897593273286
0.5+1042.3j,5.426759916003502,1.9856300481436553
0.5+1042.4j,6.11320892206598,0.5785687308398524
0.5+1042.5j,6.220088591060321,-1.0156241767757355
0.5+1042.6j,5.724055719898912,-2.5409995016726716
0.5+1042.7j,4.7140155922782965,-3.760627952977285
0.5+1042.8j,3.3684856502612166,-4.5035592345261
0.5+1042.9j,1.9150643434896693,-4.695120847179173
0.5+1043j,0.5822581094349911,-4.3649928351945055
0.5+1043.1j,-0.44529851766511547,-3.633060702729332
0.5+1043.2j,-1.059039423845931,-2.677891397682752
0.5+1043.3j,-1.2404368695212926,-1.6958248909329972
0.5+1043.4j,-1.0552954002902721,-0.8598394759349225
0.5+1043.5j,-0.6309297346243967,-0.2867114637183489
0.5+1043.6j,-0.12207032017478096,-0.018886973504476347
0.5+1043.7j,0.32650273338151314,-0.024255181194518825
0.5+1043.8j,0.6119649127649267,-0.21307265131645192
0.5+1043.9j,0.692692882231116,-0.46729452668578353
0.5+1044j,0.5904767377921347,-0.6744633553579881
0.5+1044.1j,0.37588831183431964,-0.757090389608158
0.5+1044.2j,0.14162890434799685,-0.6897561889441614
0.5+1044.3j,-0.027971633112007788,-0.49979050344627557
0.5+1044.4j,-0.08224179804897992,-0.25231672291305773
0.5+1044.5j,-0.017098244221176312,-0.0250624591467848
0.5+1044.6j,0.1274608715991766,0.11887987493973218
0.5+1044.7j,0.28359280823610844,0.15204182952221304
0.5+1044.8j,0.3799476210462324,0.09140738300826409
0.5+1044.9j,0.3665394127273989,-0.006921582534778594
0.5+1045j,0.23295381615146235,-0.06514135269104067
0.5+1045.1j,0.014930848411043838,-0.008047496985971184
0.5+1045.2j,-0.21238805704951602,0.21249450872134307
0.5+1045.3j,-0.35287963135343126,0.5994567757333855
0.5+1045.4j,-0.3150240893151805,1.1038793365080215
0.5+1045.5j,-0.03833178839022176,1.6317205611456003
0.5+1045.6j,0.48620406963513874,2.063389611010798
0.5+1045.7j,1.2073885209114827,2.2817755662647063
0.5+1045.8j,2.02000916426488,2.202064529306796
0.5+1045.9j,2.785382765114163,1.7956199293860182
0.5+1046j,3.3617785291174056,1.1012337982453235
0.5+1046.1j,3.637229003921561,0.2201098974243565
0.5+1046.2j,3.5562282956923115,-0.7047338751068195
0.5+1046.3j,3.133263964924359,-1.5196478276395637
0.5+1046.4j,2.449658333554489,-2.0942026711509176
0.5+1046.5j,1.634698785587436,-2.349178721799334
0.5+1046.6j,0.8361079449556408,-2.271946659342511
0.5+1046.7j,0.1873806145513323,-1.915997909414856
0.5+1046.8j,-0.22013750997199047,-1.3854600296048833
0.5+1046.9j,-0.3541667032388811,-0.808953655830373
0.5+1047j,-0.24406507158165364,-0.30934653484818025
0.5+1047.1j,0.030861505905586655,0.023459471346681037
0.5+1047.2j,0.3640262066035289,0.15053982980281813
0.5+1047.3j,0.6495033299447964,0.08882482584696698
0.5+1047.4j,0.8083513118001013,-0.09799250586431067
0.5+1047.5j,0.8067712090976153,-0.31995886769122156
0.5+1047.6j,0.6615385804234368,-0.4872670282670068
0.5+1047.7j,0.43146188174417077,-0.5353876463147711
0.5+1047.8j,0.19748167363239053,-0.4419958809271595
0.5+1047.9j,0.03730157906048411,-0.23105924773572017
0.5+1048j,0.0020354291801653306,0.03677339541649768
0.5+1048.1j,0.10165950856066004,0.2842576188979194
0.5+1048.2j,0.30326369546150805,0.4418388484637786
0.5+1048.3j,0.5421475399585123,0.4688327509244291
0.5+1048.4j,0.7420316573456187,0.365430918764266
0.5+1048.5j,0.8382205525578037,0.17241031339798726
0.5+1048.6j,0.7970553847474242,-0.040965915553065634
0.5+1048.7j,0.6263389972090697,-0.19719250541207037
0.5+1048.8j,0.37400387853241296,-0.23326493808947082
0.5+1048.9j,0.1153575757930359,-0.11978165361832556
0.5+1049j,-0.06790057628442779,0.12880930080310354
0.5+1049.1j,-0.11155371873639734,0.4559512704856279
0.5+1049.2j,0.010736541864465352,0.776951338822876
0.5+1049.3j,0.276477116644534,1.0022180117811683
0.5+1049.4j,0.6167968048298049,1.0639576040099545
0.5+1049.5j,0.9328777804101596,0.9388989009696812
0.5+1049.6j,1.1228868181469756,0.6599568662506811
0.5+1049.7j,1.1124046246692774,0.3123178186692272
0.5+1049.8j,0.8796235803063922,0.013725166670391892
0.5+1049.9j,0.4674659057962326,-0.11648197255403801
